2017-08-18 12:13:10,070 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Running task 1.0 in stage 277.0 (TID 555)
2017-08-18 12:34:10,089 [dag-scheduler-event-loop] INFO  [org.apache.spark.SparkContext] - Created broadcast 529 from broadcast at DAGScheduler.scala:1012
2017-08-18 12:34:10,089 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting 2 missing tasks from ResultStage 529 (MapPartitionsRDD[1059] at map at streamingProcessNew.scala:49)
2017-08-18 12:34:10,090 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Adding task set 529.0 with 2 tasks
2017-08-18 12:34:10,102 [dispatcher-event-loop-3] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 0.0 in stage 529.0 (TID 1058, localhost, partition 0, ANY, 5658 bytes)
2017-08-18 12:34:10,104 [dispatcher-event-loop-3] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 1.0 in stage 529.0 (TID 1059, localhost, partition 1, ANY, 5658 bytes)
2017-08-18 12:34:10,104 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Running task 0.0 in stage 529.0 (TID 1058)
2017-08-18 12:34:10,105 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Running task 1.0 in stage 529.0 (TID 1059)
2017-08-18 12:34:10,142 [Executor task launch worker-1] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 976 is the same as ending offset skipping test07 0
2017-08-18 12:34:10,143 [Executor task launch worker-0] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 998 is the same as ending offset skipping test07 1
2017-08-18 12:34:10,144 [dispatcher-event-loop-3] INFO  [org.apache.spark.storage.BlockManagerInfo] - Removed broadcast_514_piece0 on 192.168.31.111:60809 in memory (size: 25.1 KB, free: 413.6 MB)
2017-08-18 12:34:10,154 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Finished task 0.0 in stage 529.0 (TID 1058). 787 bytes result sent to driver
2017-08-18 12:34:10,155 [dispatcher-event-loop-1] INFO  [org.apache.spark.storage.BlockManagerInfo] - Removed broadcast_515_piece0 on 192.168.31.111:60809 in memory (size: 25.1 KB, free: 413.6 MB)
2017-08-18 12:34:10,155 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Finished task 1.0 in stage 529.0 (TID 1059). 787 bytes result sent to driver
2017-08-18 12:34:10,160 [dispatcher-event-loop-1] INFO  [org.apache.spark.storage.BlockManagerInfo] - Removed broadcast_516_piece0 on 192.168.31.111:60809 in memory (size: 25.1 KB, free: 413.6 MB)
2017-08-18 12:34:10,160 [task-result-getter-3] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 0.0 in stage 529.0 (TID 1058) in 69 ms on localhost (1/2)
2017-08-18 12:34:10,160 [task-result-getter-2] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 1.0 in stage 529.0 (TID 1059) in 57 ms on localhost (2/2)
2017-08-18 12:34:10,161 [task-result-getter-2] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Removed TaskSet 529.0, whose tasks have all completed, from pool 
2017-08-18 12:34:10,161 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - ResultStage 529 (foreachPartition at streamingProcessNew.scala:50) finished in 0.071 s
2017-08-18 12:34:10,161 [streaming-job-executor-0] INFO  [org.apache.spark.scheduler.DAGScheduler] - Job 529 finished: foreachPartition at streamingProcessNew.scala:50, took 0.100463 s
2017-08-18 12:34:10,163 [dispatcher-event-loop-0] INFO  [org.apache.spark.storage.BlockManagerInfo] - Removed broadcast_517_piece0 on 192.168.31.111:60809 in memory (size: 25.1 KB, free: 413.6 MB)
2017-08-18 12:34:10,163 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Finished job streaming job 1503030850000 ms.0 from job set of time 1503030850000 ms
2017-08-18 12:34:10,163 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Total delay: 0.163 s for time 1503030850000 ms (execution: 0.142 s)
2017-08-18 12:34:10,163 [JobGenerator] INFO  [org.apache.spark.rdd.MapPartitionsRDD] - Removing RDD 1057 from persistence list
2017-08-18 12:34:10,165 [block-manager-slave-async-thread-pool-38] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 1057
2017-08-18 12:34:10,165 [JobGenerator] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Removing RDD 1056 from persistence list
2017-08-18 12:34:10,165 [block-manager-slave-async-thread-pool-44] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 1056
2017-08-18 12:34:10,165 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.ReceivedBlockTracker] - Deleting batches: 
2017-08-18 12:34:10,167 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.InputInfoTracker] - remove old batch metadata: 1503030840000 ms
2017-08-18 12:34:10,167 [dispatcher-event-loop-0] INFO  [org.apache.spark.storage.BlockManagerInfo] - Removed broadcast_518_piece0 on 192.168.31.111:60809 in memory (size: 25.1 KB, free: 413.7 MB)
2017-08-18 12:34:10,173 [dispatcher-event-loop-1] INFO  [org.apache.spark.storage.BlockManagerInfo] - Removed broadcast_519_piece0 on 192.168.31.111:60809 in memory (size: 25.1 KB, free: 413.7 MB)
2017-08-18 12:34:10,176 [dispatcher-event-loop-3] INFO  [org.apache.spark.storage.BlockManagerInfo] - Removed broadcast_520_piece0 on 192.168.31.111:60809 in memory (size: 25.1 KB, free: 413.7 MB)
2017-08-18 12:34:10,180 [dispatcher-event-loop-0] INFO  [org.apache.spark.storage.BlockManagerInfo] - Removed broadcast_521_piece0 on 192.168.31.111:60809 in memory (size: 25.1 KB, free: 413.7 MB)
2017-08-18 12:34:10,184 [dispatcher-event-loop-1] INFO  [org.apache.spark.storage.BlockManagerInfo] - Removed broadcast_522_piece0 on 192.168.31.111:60809 in memory (size: 25.1 KB, free: 413.8 MB)
2017-08-18 12:34:10,188 [dispatcher-event-loop-3] INFO  [org.apache.spark.storage.BlockManagerInfo] - Removed broadcast_523_piece0 on 192.168.31.111:60809 in memory (size: 25.1 KB, free: 413.8 MB)
2017-08-18 12:34:10,193 [dispatcher-event-loop-0] INFO  [org.apache.spark.storage.BlockManagerInfo] - Removed broadcast_524_piece0 on 192.168.31.111:60809 in memory (size: 25.1 KB, free: 413.8 MB)
2017-08-18 12:34:10,194 [dispatcher-event-loop-1] INFO  [org.apache.spark.storage.BlockManagerInfo] - Removed broadcast_525_piece0 on 192.168.31.111:60809 in memory (size: 25.1 KB, free: 413.8 MB)
2017-08-18 12:34:10,195 [dispatcher-event-loop-2] INFO  [org.apache.spark.storage.BlockManagerInfo] - Removed broadcast_526_piece0 on 192.168.31.111:60809 in memory (size: 25.1 KB, free: 413.9 MB)
2017-08-18 12:34:10,197 [dispatcher-event-loop-3] INFO  [org.apache.spark.storage.BlockManagerInfo] - Removed broadcast_527_piece0 on 192.168.31.111:60809 in memory (size: 25.1 KB, free: 413.9 MB)
2017-08-18 12:34:10,198 [dispatcher-event-loop-1] INFO  [org.apache.spark.storage.BlockManagerInfo] - Removed broadcast_528_piece0 on 192.168.31.111:60809 in memory (size: 25.1 KB, free: 413.9 MB)
2017-08-18 12:34:15,021 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Added jobs for time 1503030855000 ms
2017-08-18 12:34:15,021 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Starting job streaming job 1503030855000 ms.0 from job set of time 1503030855000 ms
2017-08-18 12:34:15,061 [streaming-job-executor-0] INFO  [org.apache.spark.SparkContext] - Starting job: foreachPartition at streamingProcessNew.scala:50
2017-08-18 12:34:15,062 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Got job 530 (foreachPartition at streamingProcessNew.scala:50) with 2 output partitions
2017-08-18 12:34:15,062 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Final stage: ResultStage 530 (foreachPartition at streamingProcessNew.scala:50)
2017-08-18 12:34:15,063 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Parents of final stage: List()
2017-08-18 12:34:15,063 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Missing parents: List()
2017-08-18 12:34:15,064 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting ResultStage 530 (MapPartitionsRDD[1061] at map at streamingProcessNew.scala:49), which has no missing parents
2017-08-18 12:34:15,073 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_530 stored as values in memory (estimated size 34.5 KB, free 413.8 MB)
2017-08-18 12:34:15,079 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_530_piece0 stored as bytes in memory (estimated size 25.1 KB, free 413.8 MB)
2017-08-18 12:34:15,080 [dispatcher-event-loop-3] INFO  [org.apache.spark.storage.BlockManagerInfo] - Added broadcast_530_piece0 in memory on 192.168.31.111:60809 (size: 25.1 KB, free: 413.9 MB)
2017-08-18 12:34:15,081 [dag-scheduler-event-loop] INFO  [org.apache.spark.SparkContext] - Created broadcast 530 from broadcast at DAGScheduler.scala:1012
2017-08-18 12:34:15,081 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting 2 missing tasks from ResultStage 530 (MapPartitionsRDD[1061] at map at streamingProcessNew.scala:49)
2017-08-18 12:34:15,081 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Adding task set 530.0 with 2 tasks
2017-08-18 12:34:15,085 [dispatcher-event-loop-0] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 0.0 in stage 530.0 (TID 1060, localhost, partition 0, ANY, 5658 bytes)
2017-08-18 12:34:15,086 [dispatcher-event-loop-0] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 1.0 in stage 530.0 (TID 1061, localhost, partition 1, ANY, 5658 bytes)
2017-08-18 12:34:15,086 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Running task 0.0 in stage 530.0 (TID 1060)
2017-08-18 12:34:15,086 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Running task 1.0 in stage 530.0 (TID 1061)
2017-08-18 12:34:15,090 [Executor task launch worker-1] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 998 is the same as ending offset skipping test07 1
2017-08-18 12:34:15,090 [Executor task launch worker-0] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 976 is the same as ending offset skipping test07 0
2017-08-18 12:34:15,095 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Finished task 0.0 in stage 530.0 (TID 1060). 801 bytes result sent to driver
2017-08-18 12:34:15,095 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Finished task 1.0 in stage 530.0 (TID 1061). 801 bytes result sent to driver
2017-08-18 12:34:15,098 [task-result-getter-1] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 0.0 in stage 530.0 (TID 1060) in 15 ms on localhost (1/2)
2017-08-18 12:34:15,098 [task-result-getter-0] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 1.0 in stage 530.0 (TID 1061) in 12 ms on localhost (2/2)
2017-08-18 12:34:15,098 [task-result-getter-0] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Removed TaskSet 530.0, whose tasks have all completed, from pool 
2017-08-18 12:34:15,098 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - ResultStage 530 (foreachPartition at streamingProcessNew.scala:50) finished in 0.017 s
2017-08-18 12:34:15,099 [streaming-job-executor-0] INFO  [org.apache.spark.scheduler.DAGScheduler] - Job 530 finished: foreachPartition at streamingProcessNew.scala:50, took 0.037611 s
2017-08-18 12:34:15,099 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Finished job streaming job 1503030855000 ms.0 from job set of time 1503030855000 ms
2017-08-18 12:34:15,100 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Total delay: 0.099 s for time 1503030855000 ms (execution: 0.078 s)
2017-08-18 12:34:15,100 [JobGenerator] INFO  [org.apache.spark.rdd.MapPartitionsRDD] - Removing RDD 1059 from persistence list
2017-08-18 12:34:15,100 [block-manager-slave-async-thread-pool-44] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 1059
2017-08-18 12:34:15,100 [JobGenerator] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Removing RDD 1058 from persistence list
2017-08-18 12:34:15,101 [block-manager-slave-async-thread-pool-38] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 1058
2017-08-18 12:34:15,101 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.ReceivedBlockTracker] - Deleting batches: 
2017-08-18 12:34:15,101 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.InputInfoTracker] - remove old batch metadata: 1503030845000 ms
2017-08-18 12:34:20,022 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Added jobs for time 1503030860000 ms
2017-08-18 12:34:20,023 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Starting job streaming job 1503030860000 ms.0 from job set of time 1503030860000 ms
2017-08-18 12:34:20,058 [streaming-job-executor-0] INFO  [org.apache.spark.SparkContext] - Starting job: foreachPartition at streamingProcessNew.scala:50
2017-08-18 12:34:20,059 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Got job 531 (foreachPartition at streamingProcessNew.scala:50) with 2 output partitions
2017-08-18 12:34:20,059 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Final stage: ResultStage 531 (foreachPartition at streamingProcessNew.scala:50)
2017-08-18 12:34:20,059 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Parents of final stage: List()
2017-08-18 12:34:20,059 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Missing parents: List()
2017-08-18 12:34:20,059 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting ResultStage 531 (MapPartitionsRDD[1063] at map at streamingProcessNew.scala:49), which has no missing parents
2017-08-18 12:34:20,063 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_531 stored as values in memory (estimated size 34.5 KB, free 413.8 MB)
2017-08-18 12:34:20,067 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_531_piece0 stored as bytes in memory (estimated size 25.1 KB, free 413.8 MB)
2017-08-18 12:34:20,068 [dispatcher-event-loop-3] INFO  [org.apache.spark.storage.BlockManagerInfo] - Added broadcast_531_piece0 in memory on 192.168.31.111:60809 (size: 25.1 KB, free: 413.9 MB)
2017-08-18 12:34:20,068 [dag-scheduler-event-loop] INFO  [org.apache.spark.SparkContext] - Created broadcast 531 from broadcast at DAGScheduler.scala:1012
2017-08-18 12:34:20,069 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting 2 missing tasks from ResultStage 531 (MapPartitionsRDD[1063] at map at streamingProcessNew.scala:49)
2017-08-18 12:34:20,069 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Adding task set 531.0 with 2 tasks
2017-08-18 12:34:20,073 [dispatcher-event-loop-0] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 0.0 in stage 531.0 (TID 1062, localhost, partition 0, ANY, 5658 bytes)
2017-08-18 12:34:20,073 [dispatcher-event-loop-0] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 1.0 in stage 531.0 (TID 1063, localhost, partition 1, ANY, 5658 bytes)
2017-08-18 12:34:20,074 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Running task 1.0 in stage 531.0 (TID 1063)
2017-08-18 12:34:20,074 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Running task 0.0 in stage 531.0 (TID 1062)
2017-08-18 12:34:20,076 [Executor task launch worker-0] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 998 is the same as ending offset skipping test07 1
2017-08-18 12:34:20,076 [Executor task launch worker-1] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 976 is the same as ending offset skipping test07 0
2017-08-18 12:34:20,081 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Finished task 0.0 in stage 531.0 (TID 1062). 714 bytes result sent to driver
2017-08-18 12:34:20,081 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Finished task 1.0 in stage 531.0 (TID 1063). 714 bytes result sent to driver
2017-08-18 12:34:20,083 [task-result-getter-2] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 1.0 in stage 531.0 (TID 1063) in 10 ms on localhost (1/2)
2017-08-18 12:34:20,083 [task-result-getter-3] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 0.0 in stage 531.0 (TID 1062) in 14 ms on localhost (2/2)
2017-08-18 12:34:20,083 [task-result-getter-3] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Removed TaskSet 531.0, whose tasks have all completed, from pool 
2017-08-18 12:34:20,083 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - ResultStage 531 (foreachPartition at streamingProcessNew.scala:50) finished in 0.014 s
2017-08-18 12:34:20,084 [streaming-job-executor-0] INFO  [org.apache.spark.scheduler.DAGScheduler] - Job 531 finished: foreachPartition at streamingProcessNew.scala:50, took 0.025565 s
2017-08-18 12:34:20,084 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Finished job streaming job 1503030860000 ms.0 from job set of time 1503030860000 ms
2017-08-18 12:34:20,085 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Total delay: 0.084 s for time 1503030860000 ms (execution: 0.061 s)
2017-08-18 12:34:20,085 [JobGenerator] INFO  [org.apache.spark.rdd.MapPartitionsRDD] - Removing RDD 1061 from persistence list
2017-08-18 12:34:20,085 [block-manager-slave-async-thread-pool-44] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 1061
2017-08-18 12:34:20,085 [JobGenerator] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Removing RDD 1060 from persistence list
2017-08-18 12:34:20,086 [block-manager-slave-async-thread-pool-38] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 1060
2017-08-18 12:34:20,086 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.ReceivedBlockTracker] - Deleting batches: 
2017-08-18 12:34:20,086 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.InputInfoTracker] - remove old batch metadata: 1503030850000 ms
2017-08-18 12:34:25,021 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Added jobs for time 1503030865000 ms
2017-08-18 12:34:25,022 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Starting job streaming job 1503030865000 ms.0 from job set of time 1503030865000 ms
2017-08-18 12:34:25,058 [streaming-job-executor-0] INFO  [org.apache.spark.SparkContext] - Starting job: foreachPartition at streamingProcessNew.scala:50
2017-08-18 12:34:25,060 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Got job 532 (foreachPartition at streamingProcessNew.scala:50) with 2 output partitions
2017-08-18 12:34:25,061 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Final stage: ResultStage 532 (foreachPartition at streamingProcessNew.scala:50)
2017-08-18 12:34:25,061 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Parents of final stage: List()
2017-08-18 12:34:25,061 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Missing parents: List()
2017-08-18 12:34:25,062 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting ResultStage 532 (MapPartitionsRDD[1065] at map at streamingProcessNew.scala:49), which has no missing parents
2017-08-18 12:34:25,070 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_532 stored as values in memory (estimated size 34.5 KB, free 413.7 MB)
2017-08-18 12:34:25,081 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_532_piece0 stored as bytes in memory (estimated size 25.1 KB, free 413.7 MB)
2017-08-18 12:34:25,082 [dispatcher-event-loop-1] INFO  [org.apache.spark.storage.BlockManagerInfo] - Added broadcast_532_piece0 in memory on 192.168.31.111:60809 (size: 25.1 KB, free: 413.8 MB)
2017-08-18 12:34:25,083 [dag-scheduler-event-loop] INFO  [org.apache.spark.SparkContext] - Created broadcast 532 from broadcast at DAGScheduler.scala:1012
2017-08-18 12:34:25,084 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting 2 missing tasks from ResultStage 532 (MapPartitionsRDD[1065] at map at streamingProcessNew.scala:49)
2017-08-18 12:34:25,084 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Adding task set 532.0 with 2 tasks
2017-08-18 12:34:25,091 [dispatcher-event-loop-2] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 0.0 in stage 532.0 (TID 1064, localhost, partition 0, ANY, 5658 bytes)
2017-08-18 12:34:25,092 [dispatcher-event-loop-2] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 1.0 in stage 532.0 (TID 1065, localhost, partition 1, ANY, 5658 bytes)
2017-08-18 12:34:25,093 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Running task 0.0 in stage 532.0 (TID 1064)
2017-08-18 12:34:25,093 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Running task 1.0 in stage 532.0 (TID 1065)
2017-08-18 12:34:25,097 [Executor task launch worker-0] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 976 is the same as ending offset skipping test07 0
2017-08-18 12:34:25,098 [Executor task launch worker-1] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 998 is the same as ending offset skipping test07 1
2017-08-18 12:34:25,102 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Finished task 1.0 in stage 532.0 (TID 1065). 714 bytes result sent to driver
2017-08-18 12:34:25,102 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Finished task 0.0 in stage 532.0 (TID 1064). 714 bytes result sent to driver
2017-08-18 12:34:25,105 [task-result-getter-0] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 0.0 in stage 532.0 (TID 1064) in 20 ms on localhost (1/2)
2017-08-18 12:34:25,105 [task-result-getter-1] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 1.0 in stage 532.0 (TID 1065) in 14 ms on localhost (2/2)
2017-08-18 12:34:25,105 [task-result-getter-1] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Removed TaskSet 532.0, whose tasks have all completed, from pool 
2017-08-18 12:34:25,106 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - ResultStage 532 (foreachPartition at streamingProcessNew.scala:50) finished in 0.020 s
2017-08-18 12:34:25,106 [streaming-job-executor-0] INFO  [org.apache.spark.scheduler.DAGScheduler] - Job 532 finished: foreachPartition at streamingProcessNew.scala:50, took 0.047067 s
2017-08-18 12:34:25,107 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Finished job streaming job 1503030865000 ms.0 from job set of time 1503030865000 ms
2017-08-18 12:34:25,107 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Total delay: 0.107 s for time 1503030865000 ms (execution: 0.085 s)
2017-08-18 12:34:25,107 [JobGenerator] INFO  [org.apache.spark.rdd.MapPartitionsRDD] - Removing RDD 1063 from persistence list
2017-08-18 12:34:25,107 [block-manager-slave-async-thread-pool-44] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 1063
2017-08-18 12:34:25,107 [JobGenerator] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Removing RDD 1062 from persistence list
2017-08-18 12:34:25,108 [block-manager-slave-async-thread-pool-38] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 1062
2017-08-18 12:34:25,108 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.ReceivedBlockTracker] - Deleting batches: 
2017-08-18 12:34:25,108 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.InputInfoTracker] - remove old batch metadata: 1503030855000 ms
2017-08-18 12:34:30,023 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Added jobs for time 1503030870000 ms
2017-08-18 12:34:30,024 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Starting job streaming job 1503030870000 ms.0 from job set of time 1503030870000 ms
2017-08-18 12:34:30,052 [streaming-job-executor-0] INFO  [org.apache.spark.SparkContext] - Starting job: foreachPartition at streamingProcessNew.scala:50
2017-08-18 12:34:30,052 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Got job 533 (foreachPartition at streamingProcessNew.scala:50) with 2 output partitions
2017-08-18 12:34:30,052 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Final stage: ResultStage 533 (foreachPartition at streamingProcessNew.scala:50)
2017-08-18 12:34:30,052 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Parents of final stage: List()
2017-08-18 12:34:30,053 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Missing parents: List()
2017-08-18 12:34:30,053 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting ResultStage 533 (MapPartitionsRDD[1067] at map at streamingProcessNew.scala:49), which has no missing parents
2017-08-18 12:34:30,057 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_533 stored as values in memory (estimated size 34.5 KB, free 413.7 MB)
2017-08-18 12:34:30,060 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_533_piece0 stored as bytes in memory (estimated size 25.1 KB, free 413.6 MB)
2017-08-18 12:34:30,061 [dispatcher-event-loop-1] INFO  [org.apache.spark.storage.BlockManagerInfo] - Added broadcast_533_piece0 in memory on 192.168.31.111:60809 (size: 25.1 KB, free: 413.8 MB)
2017-08-18 12:34:30,062 [dag-scheduler-event-loop] INFO  [org.apache.spark.SparkContext] - Created broadcast 533 from broadcast at DAGScheduler.scala:1012
2017-08-18 12:34:30,062 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting 2 missing tasks from ResultStage 533 (MapPartitionsRDD[1067] at map at streamingProcessNew.scala:49)
2017-08-18 12:34:30,062 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Adding task set 533.0 with 2 tasks
2017-08-18 12:34:30,066 [dispatcher-event-loop-2] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 0.0 in stage 533.0 (TID 1066, localhost, partition 0, ANY, 5658 bytes)
2017-08-18 12:34:30,067 [dispatcher-event-loop-2] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 1.0 in stage 533.0 (TID 1067, localhost, partition 1, ANY, 5658 bytes)
